,Smiles_Solute,Smiles_Solvent,Smiles_Merged,LogS
341,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,OCCO,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC1(=O)~OC(CO)~O(C)c2cc(OC)nc(n2)N1,-5.153291854543993
342,CC[C@@H](C(N)=O)N1CCCC1=O,C1CCCCC1,CC[C@H](N1CCCC1=O)C1(=O)~C2(~N1)CCCCC2,-4.862962545210487
343,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,ClC(Cl)Cl,CC[C@]1(O)c2cc3n(c(=O)c2CO2~C(Cl)(Cl)Cl~C21=O)Cc1cc2ccccc2nc1-3,-3.6545674525008534
344,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CC(=O)OC(C)C,CC[C@H](C)C1(=O)~O(C(C)C)C(C)(=O)~O2C(=O)C[C@H](O)C[C@H]2CC[C@@H]2[C@@H]3C(=C[C@H](C)C[C@@H]3O1)C=C[C@@H]2C,-2.474955192963155
345,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CC(=O)OCC(C)C,CC[C@H](C)C1(=O)~O(CC(C)C)C(C)(=O)~O2C(=O)C[C@H](O)C[C@H]2CC[C@@H]2[C@@H]3C(=C[C@H](C)C[C@@H]3O1)C=C[C@@H]2C,-2.462180904926726
346,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CCC(C)=O,CC[C@H](C)C1(=O)~O=C(C)(CC)~O2C(=O)C[C@H](O)C[C@H]2CC[C@@H]2[C@@H]3C(=C[C@H](C)C[C@@H]3O1)C=C[C@@H]2C,-2.123782159408358
347,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CCCCOC(C)=O,CCCCO1~C(=O)([C@@H](C)CC)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]4C[C@@H](O)CC(=O)O4~C1(C)=O)[C@H]32,-2.39040559077478
348,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CCCOC(C)=O,CCCO1~C(=O)([C@@H](C)CC)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]4C[C@@H](O)CC(=O)O4~C1(C)=O)[C@H]32,-2.40340290437354
349,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,COC(C)=O,CC[C@H](C)C1(=O)~O(C)C(C)(=O)~O2C(=O)C[C@H](O)C[C@H]2CC[C@@H]2[C@@H]3C(=C[C@H](C)C[C@@H]3O1)C=C[C@@H]2C,-2.5100415205751654
350,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCCCCC,CCCC1~OC2(~CC1)CC[C@@]1(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CC[C@@H](CC)C(C)C)[C@@]4(C)CC[C@@H]31)C2,-3.0646943097100747
351,CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1,C1CCOC1,CCc1ccc(C(=O)c2ccccc2C2(=O)~O3CCCC3~O2)cc1,-2.193820026016113
352,CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1,CCOC=O,CCc1ccc(C(=O)c2ccccc2C2(=O)~O(CC)C(=O)~O2)cc1,-2.853871964321762
353,CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1,CN1CCCC1=O,CCc1ccc(C(=O)c2ccccc2C2(=O)~N3(C)CCCC3(=O)~O2)cc1,-0.7888794587419506
354,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,CC(=O)O,CCc1ccc(CCO2~C(C)(=O)O~C3(=O)NC(=O)C(Cc4ccc2cc4)S3)nc1.Cl,-2.9653715433746797
355,CCc1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCC,CCCC1~N23CCCC(CSC2(=Nc2ccc(CC)cc2)~CC1)C3,-3.6478174818886373
356,CCc1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCCCCO,CCCCCCCC1~N23CCCC(CSC2(=Nc2ccc(CC)cc2)~O1)C3,-1.9065783148377649
357,CCc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,CCCCCC,CCCC1~N(c2ccc(CC)cc2)C2(~CC1)=NCCC1(CCCCC1)S2,-3.4377071355435254
358,CCn1c2ccccc2c2cc(N3C=C(c4ccccc4)NN3)ccc21,CCC(C)O,CCC1(C)~n2(CC)c3ccccc3c3cc(ccc32)N2C=C(c3ccccc3)(~O1)NN2,-3.5421181032660076
359,CCn1c2ccccc2c2ccccc21,CCCCCO,CCCCC1~n2(CC)c3ccccc3c3ccccc32~O1,-1.7958800173440752
360,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,CCCCCCCCO,CCCCCCCC1~OC(=O)(c2cn(CC)c3cc(N4CCN(C)CC4)c(F)cc3c2=O)~O1,-6.2611401979278
361,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,CCCCCCCCO,CCCCCCCC1~OC(=O)(c2cn(CC)c3c(F)c(N4CCNC(C)C4)c(F)cc3c2=O)~O1,-5.663940722133651
362,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,CCCCCCCCO,CCCCCCCC1~OC(=O)(c2cn(CC)c3cc(N4CCNCC4)c(F)cc3c2=O)~O1,-4.2869296741443605
363,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,CCCCCCCCO,CCCCCCCC1~OC(=O)(c2cn(CC)c3nc(N4CCNCC4)ncc3c2=O)~O1,-6.039148846280313
364,CN(C)/C=C/C(=O)c1cccnc1,C1CCCCC1,CN1(C)~C2(~C(=O)(c3cccnc3)C=C1)CCCCC2,-3.0087739243075053
365,CN(C)/C=C/C(=O)c1cccnc1,C1CCOC1,CN1(C)~C2CCCO2~C(=O)(c2cccnc2)C=C1,-1.6784015695346561
366,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,CCCCOC(C)=O,CCCCO1~C(=O)(/C=C\C(=O)O)O~C1(C)=O.CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,-3.7825160557860937
367,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,CCOC=O,CCO1~C(=O)(/C=C\C(=O)O)O~C1=O.CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,-2.9817989775037086
368,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,C1CCOC1,CN1(C)~C2CCCO2~C1CC=C1c2ccccc2CCc2ccccc21.Cl,-3.2023170650851007
369,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,CC(C)CCO,CC(C)CC1~N(C)(C)C(CC=C2c3ccccc3CCc3ccccc32)~O1.Cl,-1.9124031255852865
370,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,CCC(C)=O,CCC1(C)~N(C)(C)C(CC=C2c3ccccc3CCc3ccccc32)~O=1.Cl,-2.5943292782786735
371,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,CCC(C)O,CCC1(C)~N(C)(C)C(CC=C2c3ccccc3CCc3ccccc32)~O1.Cl,-2.139452384615111
372,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,CCCCCO,CCCCC1~N(C)(C)C(CC=C2c3ccccc3CCc3ccccc32)~O1.Cl,-1.4364963698488056
373,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,O=C1CCCCC1,CN1(C)~C2(=O~C1CC=C1c3ccccc3CCc3ccccc31)CCCCC2.Cl,-2.290356977480716
374,CN(C)CCn1[nH]nnc1=S,CCC(C)O,CCC1(C)~N(C)(C)CCn2[nH]nnc2(=S)~O1,-4.500450374094851
375,CN(C)Cc1c[nH]c2ccccc12,C1CCCCC1,CN(C)Cc1c[nH]2~C3(~c24ccccc14)CCCCC3,-3.4933596944334977
376,CN(C)Cc1c[nH]c2ccccc12,CCC(C)O,CCC1(C)~[nH]2cc(CN(C)C)c3ccccc32~O1,-3.4672456210075024
377,CN(C)Cc1c[nH]c2ccccc12,CCCC(C)O,CCCC1(C)~[nH]2cc(CN(C)C)c3ccccc32~O1,-3.243363891754152
378,CN(C)Cc1c[nH]c2ccccc12,CCCCCCCCO,CCCCCCCC1~[nH]2cc(CN(C)C)c3ccccc32~O1,-1.955460239607589
379,CN(C)Cc1c[nH]c2ccccc12,CCCCCO,CCCCC1~[nH]2cc(CN(C)C)c3ccccc32~O1,-3.1972262747080245
380,CN(C)Cc1c[nH]c2ccccc12,CCCCOC(C)=O,CCCCO1~c23ccccc2c(CN(C)C)c[nH]3~C1(C)=O,-3.378823718224965
381,CN(C)Cc1c[nH]c2ccccc12,COC(C)(C)C,CN(C)Cc1c[nH]2~C(C)(C)(C)O(C)~c23ccccc13,-3.6101254416090143
382,CN(C)Cc1c[nH]c2ccccc12,COC(C)=O,CN(C)Cc1c[nH]2~C(C)(=O)O(C)~c23ccccc13,-2.8728952016351923
383,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,C1CCCCC1,CN(C)[C@@H]1C(=O)C2=C(O~C3(~C2(N)=O)CCCCC3)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,-5.11679296664761
384,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CC(C)CO,CC(C)C1~OC2=C(C(=O)[C@@H](N(C)C)[C@@H]3C[C@@H]4Cc5cccc(O)c5C(O)=C4C(=O)[C@]23O)C(N)(=O)~O1,-4.424927674286188
385,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCCCCC,CCCC1~OC2=C(C(=O)[C@@H](N(C)C)[C@@H]3C[C@@H]4Cc5cccc(O)c5C(O)=C4C(=O)[C@]23O)C(N)(=O)~CC1,-4.438779321066057
386,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCCCCCCCO,CCCCCCCC1~OC2=C(C(=O)[C@@H](N(C)C)[C@@H]3C[C@@H]4Cc5cccc(O)c5C(O)=C4C(=O)[C@]23O)C(N)(=O)~O1,-4.499900808084277
387,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CC(C)(C)O,CN12~C(C)(C)(C)O~C1(=O)CN=C(c1ccccc1)c1cc(Cl)ccc12,-2.19777376230893
388,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CC(O)CO,CC1(O)~N2(C)c3ccc(Cl)cc3C(c3ccccc3)=NCC2(=O)~OC1,-2.6969876382938396
389,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CN1CCCC1=O,CN12~C3(=O)CN=C(c4ccccc4)c4cc(Cl)ccc4N3(C)~C1(=O)CCC2,-1.1112489395628737
390,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CC(O)CO,CN1C2=C(O~C(C)(O)CO~C2(=O)Nc2ccccn2)c2sccc2S1(=O)=O,-3.712198270069774
391,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CCC(C)O,CCC1(C)~OC2=C(N(C)S(=O)(=O)c3ccsc32)C(=O)(Nc2ccccn2)~O1,-4.211124884224583
392,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CCOCCOCCO,CCOCC1~OC2=C(N(C)S(=O)(=O)c3ccsc32)C(=O)(Nc2ccccn2)~OCCO1,-2.7375489102695707
393,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,OCCO,CN1C2=C(O~C(CO)O~C2(=O)Nc2ccccn2)c2sccc2S1(=O)=O,-3.6716203965612624
394,CN1CC(=O)N2C(CC3c4ccccc4NC3C2C2CCC3OCOC3C2)C1=O,CC(O)CO,CN1CC(=O)N2C(C3CCC4OCOC4C3)C3C4CC2C1(=O)~OCC(C)(O)~N3c1ccccc14,-3.3872161432802645
395,CN1CC(=O)N2C(CC3c4ccccc4NC3C2C2CCC3OCOC3C2)C1=O,CCOCCOCCO,CCOCC1~N2c3ccccc3C3CC4N(C(=O)CN(C)C4(=O)~OCCO1)C(C1CCC4OCOC4C1)C32,-2.057495893831919
396,CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,CS(C)=O,CN1CC(O)c2cc3c(cc21)O~S(C)(C)=O~C(N)(=O)N=N3,-2.208028798979232
397,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,C1CCOC1,CN1CCN2(~C3CCCO3~C23=Nc2cc(Cl)ccc2Nc2ccccc23)CC1,-1.2051635421854385
398,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CC(C)CCO,CC(C)CC1~N2(CCN(C)CC2)C2(~O1)=Nc1cc(Cl)ccc1Nc1ccccc12,-2.0809742354126395
399,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CC(C)CO,CC(C)C1~N2(CCN(C)CC2)C2(~O1)=Nc1cc(Cl)ccc1Nc1ccccc12,-2.1767866867173327
400,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCC(C)=O,CCC1(C)~N2(CCN(C)CC2)C2(~O=1)=Nc1cc(Cl)ccc1Nc1ccccc12,-1.6651443103827084
401,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCC(C)O,CCC1(C)~N2(CCN(C)CC2)C2(~O1)=Nc1cc(Cl)ccc1Nc1ccccc12,-2.33771448427787
402,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCCCO,CCCCC1~N2(CCN(C)CC2)C2(~O1)=Nc1cc(Cl)ccc1Nc1ccccc12,-2.1326503828112076
403,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCCCOC(C)=O,CCCCCO1~C2(=Nc3cc(Cl)ccc3Nc3ccccc32)N2(~C1(C)=O)CCN(C)CC2,-1.8823973083099157
404,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCCOC(C)=O,CCCCO1~C2(=Nc3cc(Cl)ccc3Nc3ccccc32)N2(~C1(C)=O)CCN(C)CC2,-1.917933065714887
405,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCOC(C)=O,CCCO1~C2(=Nc3cc(Cl)ccc3Nc3ccccc32)N2(~C1(C)=O)CCN(C)CC2,-1.9415739755429946
406,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCCOCCO,CCCOC1~N2(CCN(C)CC2)C2(~OC1)=Nc1cc(Cl)ccc1Nc1ccccc12,-1.3772680348352808
407,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCOC=O,CCO1~C2(=Nc3cc(Cl)ccc3Nc3ccccc32)N2(~C1=O)CCN(C)CC2,-1.4944430613361783
408,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CCOCCO,CCOC1~N2(CCN(C)CC2)C2(~OC1)=Nc1cc(Cl)ccc1Nc1ccccc12,-1.4458744184869874
409,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,COCCO,COC1~N2(CCN(C)CC2)C2(~OC1)=Nc1cc(Cl)ccc1Nc1ccccc12,-1.4871822414351268
410,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,ClC(Cl)Cl,CN1CCN2(~C(Cl)(Cl)Cl~C23=Nc2cc(Cl)ccc2Nc2ccccc23)CC1,-1.2043980201058202
411,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,C1CCOC1,CN1CCN(c2c(F)cc3c(=O)c(C4(=O)~O5CCCC5~O4)cn4c3c2OCN4C)CC1,-3.3646167959525015
412,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCC(C)(C)O,CCC1(C)(C)~OC(=O)(c2cn3c4c(c(N5CCN(C)CC5)c(F)cc4c2=O)OCN3C)~O1,-4.104577453960592
413,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],CN1CCCC1=O,CN1CO2~C3(=O)CCCN3(C)~C1(=N[N+](=O)[O-])N(Cc1cnc(Cl)s1)C2,-1.087087448823903
414,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],COC(C)=O,CN1CO2~C(C)(=O)O(C)~C1(=N[N+](=O)[O-])N(Cc1cnc(Cl)s1)C2,-2.54821356447571
415,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],ClCCl,CN1CO2~C(Cl)Cl~C1(=N[N+](=O)[O-])N(Cc1cnc(Cl)s1)C2,-1.899629454882437
416,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CC(=O)N(C)C,CN1CO2~C(C)(=O)N(C)(C)~C1(=N[N+](=O)[O-])N(Cc1cnc(Cl)s1)C2,-1.167938385409273
417,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CC(=O)O,CN1CO2~C(C)(=O)O~C1(=N[N+](=O)[O-])N(Cc1cnc(Cl)s1)C2,-1.8853890157678268
418,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CCC(=O)O,CCC1(=O)~O2CN(C)C(=N[N+](=O)[O-])(~O1)N(Cc1cnc(Cl)s1)C2,-3.114186625339511
419,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CCOCCO,CCOC1~O2CN(C)C(=N[N+](=O)[O-])(~OC1)N(Cc1cnc(Cl)s1)C2,-2.496754228534887
420,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],COCCO,COC1~O2CN(C)C(=N[N+](=O)[O-])(~OC1)N(Cc1cnc(Cl)s1)C2,-2.13864483980674
421,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CS(C)=O,CN1CO2~S(C)(C)=O~C1(=N[N+](=O)[O-])N(Cc1cnc(Cl)s1)C2,-1.161654731224009
422,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,C1CCCCC1,CN1c2ccccc2C2(=O)~C3(~[nH]4c5c(c6ccccc64)CCN2C51)CCCCC3,-5.774690718274137
423,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,CCCCC,CCC1~[nH]2c3c(c4ccccc42)CCN2C3N(C)c3ccccc3C2(=O)~CC1,-5.798602875679548
424,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,CCCCCC,CCCC1~[nH]2c3c(c4ccccc42)CCN2C3N(C)c3ccccc3C2(=O)~CC1,-5.978810700930062
425,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,CCOCC,CCO1~C2(=O)c3ccccc3N(C)C3c4c(c5ccccc5[nH]4~C1C)CCN32,-4.391473966422806
426,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,ClC(Cl)Cl,CN1c2ccccc2C2(=O)~ClC(Cl)(Cl)~[nH]3c4c(c5ccccc53)CCN2C41,-3.1655792963184672
427,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,ClCCl,CN1c2ccccc2C2(=O)~ClC(Cl)~[nH]3c4c(c5ccccc53)CCN2C41,-3.4762535331884354
428,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,C1CCOC1,CNC1(=O)~O2CCCC2~O(c2ccc(N)cc2)c2ccnc1c2,-1.0367790134770116
429,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,ClCCl,CNC1(=O)~ClC(Cl)~O(c2ccc(N)cc2)c2ccnc1c2,-2.291579099865287
430,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)CO,CNC(=O)c1cc(O2~C(C(C)C)O~C(F)(F)(F)c3cc(ccc3Cl)NC(=O)Nc3ccc2cc3)ccn1,-3.59773861754532
431,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CCCCCO,CCCCC1~O(c2ccnc(C(=O)NC)c2)c2ccc(cc2)NC(=O)Nc2ccc(Cl)c(c2)C(F)(F)(F)~O1,-3.2222832613903742
432,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,CC(C)CO,CNC(=O)c1cc(O2~C(C(C)C)O~C(F)(F)(F)c3cc(ccc3Cl)NC(=O)Nc3ccc2cc3)ccn1.Cc1ccc(S(=O)(=O)O)cc1,-4.209011524911184
433,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,CCCCCO,CCCCC1~O(c2ccnc(C(=O)NC)c2)c2ccc(cc2)NC(=O)Nc2ccc(Cl)c(c2)C(F)(F)(F)~O1.Cc1ccc(S(=O)(=O)O)cc1,-4.2380721615794705
434,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CC(C)CCO,CNCCC(c1ccccc1)O1~C(CC(C)C)O~C(F)(F)(F)c2ccc1cc2.Cl,-2.4050552633049165
435,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CC(C)CO,CNCCC(c1ccccc1)O1~C(C(C)C)O~C(F)(F)(F)c2ccc1cc2.Cl,-2.7361273231347765
436,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CCC(C)=O,CCC1(C)~O(C(CCNC)c2ccccc2)c2ccc(cc2)C(F)(F)(F)~O=1.Cl,-2.9377941911802874
437,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CCC(C)O,CCC1(C)~O(C(CCNC)c2ccccc2)c2ccc(cc2)C(F)(F)(F)~O1.Cl,-2.8121973612815805
438,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,CCCCCO,CCCCC1~O(C(CCNC)c2ccccc2)c2ccc(cc2)C(F)(F)(F)~O1.Cl,-2.335264031481295
439,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,O=C1CCCCC1,CNCCC(c1ccccc1)O1~C2(=O~C(F)(F)(F)c3ccc1cc3)CCCCC2.Cl,-2.599289363226769
440,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,CC(C)CO,COC1(=O)~OC(C(C)C)~O(C)C=C1c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,-3.3555614105321614
441,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],CS(C)=O,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C([O-])=O~S(C)(C)=O~[Na+])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,-1.1321319909856804
442,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],NC=O,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C([O-])=O~C(=O)N~[Na+])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,-1.3160258952736397
443,CO/N=C(\C(=O)O)c1csc(N)n1,OCCO,CO/N=C(/c1csc(N)n1)C1(=O)~OC(CO)~O1,-2.8877302315827293
444,CO/N=C(\C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,C1CCOC1,CO1~C2CCCO2~C(=O)(Sc2nc3ccccc3s2)C(c2csc(N)n2)=N1,-1.6142150411566643
445,CO/N=C(\C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,CC(C)CCO,CC(C)CC1~O(C)N=C(c2csc(N)n2)C(=O)(Sc2nc3ccccc3s2)~O1,-3.7380238086021875
446,CO/N=C(\C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,CC(C)CO,CC(C)C1~O(C)N=C(c2csc(N)n2)C(=O)(Sc2nc3ccccc3s2)~O1,-3.829151796356691
447,CO/N=C(\C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,CCCCCO,CCCCC1~O(C)N=C(c2csc(N)n2)C(=O)(Sc2nc3ccccc3s2)~O1,-3.5476001540885584
448,CO/N=C(\C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,ClCCCl,CO1~C(CCl)Cl~C(=O)(Sc2nc3ccccc3s2)C(c2csc(N)n2)=N1,-3.446116973356126
449,CO/N=C(\C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,ClCCl,CO1~C(Cl)Cl~C(=O)(Sc2nc3ccccc3s2)C(c2csc(N)n2)=N1,-3.142969201727376
450,COC(=O)/C=C(\C)N[C@@H](C(=O)[O-])c1ccc(O)cc1.[K+],CCC(C)O,CCC(C)(~O=C([O-])[C@H](N/C(C)=C/C(=O)OC)c1ccc(O)cc1)O~[K+],-4.454692883534176
451,COC(=O)/C=C(\C)N[C@@H](C(=O)[O-])c1ccc(O)cc1.[K+],CCCC(C)O,CCCC(C)(~O=C([O-])[C@H](N/C(C)=C/C(=O)OC)c1ccc(O)cc1)O~[K+],-4.206209615309182
452,COC(=O)/C=C(\C)N[C@@H](C(=O)[O-])c1ccc(O)cc1.[K+],CCCCCO,CCCCC(~O=C([O-])[C@H](N/C(C)=C/C(=O)OC)c1ccc(O)cc1)O~[K+],-4.071604147743286
453,COC(=O)/C=C/c1cc(OC)c(O)c(OC)c1,CC(C)(C)O,COc1cc2cc(OC)c1O~C(C)(C)(C)O~C(=O)(OC)/C=C/2,-1.7351821769904636
454,COC(=O)/C=C/c1cc(OC)c(O)c(OC)c1,CCC(C)(C)O,CCC1(C)(C)~Oc2c(OC)cc(cc2OC)/C=C/C(=O)(OC)~O1,-1.578396073130169
455,COC(=O)/C=C/c1cc(OC)c(O)c(OC)c1,CCCCCC,CCCC1~Oc2c(OC)cc(cc2OC)/C=C/C(=O)(OC)~CC1,-3.5346171485515816
456,COC(=O)/C=C/c1ccc(O)c(OC)c1,CC(C)(C)O,COc1cc2ccc1O~C(C)(C)(C)O~C(=O)(OC)/C=C/2,-0.7396900542050799
457,COC(=O)/C=C/c1ccc(O)c(OC)c1,CCC(C)(C)O,CCC1(C)(C)~Oc2ccc(cc2OC)/C=C/C(=O)(OC)~O1,-0.6669559701765129
458,COC(=O)/C=C/c1ccc(O)c(OC)c1,CCCCCC,CCCC1~Oc2ccc(cc2OC)/C=C/C(=O)(OC)~CC1,-2.9507819773298185
